Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
RB,Sony Michel (11535514),Sony Michel,11535514,RB/FLEX,5400,GB@NE 11/04/2018 08:20PM ET,NE,13.05
RB,Kenyan Drake (11535019),Kenyan Drake,11535019,RB/FLEX,5300,NYJ@MIA 11/04/2018 01:00PM ET,MIA,13.71
QB,Joe Flacco (11535119),Joe Flacco,11535119,QB,5300,PIT@BAL 11/04/2018 01:00PM ET,BAL,17.73
WR,Marvin Jones Jr. (11535173),Marvin Jones Jr.,11535173,WR/FLEX,5300,DET@MIN 11/04/2018 01:00PM ET,DET,13.96
RB,Dalvin Cook (11535189),Dalvin Cook,11535189,RB/FLEX,5300,DET@MIN 11/04/2018 01:00PM ET,MIN,9.5
WR,Keke Coutee (11535303),Keke Coutee,11535303,WR/FLEX,5300,HOU@DEN 11/04/2018 04:05PM ET,HOU,12.4
WR,Doug Baldwin (11535396),Doug Baldwin,11535396,WR/FLEX,5300,LAC@SEA 11/04/2018 04:05PM ET,SEA,5.98
RB,Matt Breida (11534796),Matt Breida,11534796,RB/FLEX,5200,OAK@SF 11/01/2018 08:20PM ET,SF,11.09
WR,Allen Robinson II (11534867),Allen Robinson II,11534867,WR/FLEX,5200,CHI@BUF 11/04/2018 01:00PM ET,CHI,10.92
QB,Ryan Tannehill (11535016),Ryan Tannehill,11535016,QB,5200,NYJ@MIA 11/04/2018 01:00PM ET,MIA,14.40
RB,Lamar Miller (11535289),Lamar Miller,11535289,RB/FLEX,5200,HOU@DEN 11/04/2018 04:05PM ET,HOU,13.17
WR,Tyler Lockett (11535398),Tyler Lockett,11535398,WR/FLEX,5200,LAC@SEA 11/04/2018 04:05PM ET,SEA,14.79
WR,Taylor Gabriel (11534869),Taylor Gabriel,11534869,WR/FLEX,5100,CHI@BUF 11/04/2018 01:00PM ET,CHI,13.39
RB,Latavius Murray (11535191),Latavius Murray,11535191,RB/FLEX,5100,DET@MIN 11/04/2018 01:00PM ET,MIN,12.02
WR,Mohamed Sanu (11535236),Mohamed Sanu,11535236,WR/FLEX,5100,ATL@WAS 11/04/2018 01:00PM ET,ATL,11.29
QB,Dak Prescott (11535545),Dak Prescott,11535545,QB,5100,TEN@DAL 11/05/2018 08:15PM ET,DAL,17.04
QB,C.J. Beathard (11534792),C.J. Beathard,11534792,QB,5000,OAK@SF 11/01/2018 08:20PM ET,SF,14.66
WR,DeSean Jackson (11534905),DeSean Jackson,11534905,WR/FLEX,5000,TB@CAR 11/04/2018 01:00PM ET,TB,18.04
QB,Alex Smith (11535251),Alex Smith,11535251,QB,5000,ATL@WAS 11/04/2018 01:00PM ET,WAS,15.31
RB,Mark Ingram (11535453),Mark Ingram,11535453,RB/FLEX,5000,LAR@NO 11/04/2018 04:25PM ET,NO,13.23
