name,salary,position,team,opposing_team,median_value,upper_value,lower_value,median,upper,lower,sdPts,dropoff,sdRank,risk,offset
Ricky Person,4700.0,RB,NCST,CLEM,1.0425532117803045,0.9148936576031623,0.9148936576031623,4.900000095367432,4.300000190734863,4.300000190734863,,0.11,,,
T.J. Pledger,3000.0,RB,OKLA,TCU,1.0333333015441895,0.9666666984558105,0.9666666984558105,3.0999999046325684,2.9000000953674316,2.9000000953674316,,0.08,,,
Diondre Overton,3400.0,WR,CLEM,NCST,1.0000000280492447,0.7941176610834458,0.7941176610834458,3.4000000953674316,2.700000047683716,2.700000047683716,,0,,,
Isaiah Woullard,4000.0,RB,MISS,AUB,1.0,0.8500000238418579,0.8500000238418579,4.0,3.4000000953674316,3.4000000953674316,,0.14,,,
Demarcus Felton,4000.0,RB,TXTECH,KU,0.9750000238418579,0.875,0.875,3.9000000953674316,3.5,3.5,,0.18,,,
Tru Wilson,3800.0,RB,MICH,MSU,0.9736842230746621,0.8684210400832327,0.8684210400832327,3.700000047683716,3.299999952316284,3.299999952316284,,0.11,,,
Asa Martin,3700.0,RB,AUBURN,MISS,0.9729729471979914,0.8648648777523555,0.8648648777523555,3.5999999046325684,3.200000047683716,3.200000047683716,,0.07,,,
SaRodorick Thompson,3600.0,RB,TXTECH,KU,0.9444444709353976,0.8611110846201578,0.8611110846201578,3.4000000953674316,3.0999999046325684,3.0999999046325684,,0.12,,,
Eric Swinney,3000.0,RB,MISS,AUB,0.9333333174387614,0.7333333492279053,0.7333333492279053,2.799999952316284,2.200000047683716,2.200000047683716,,0.05,,,
Brandon Johnson,3000.0,WR,TENN,BAMA,0.9333333174387614,0.6999999682108561,0.6999999682108561,2.799999952316284,2.0999999046325684,2.0999999046325684,,0,,,
Josh Palmer,3500.0,WR,TENN,BAMA,0.9142857279096331,0.7428571156093052,0.7428571156093052,3.200000047683716,2.5999999046325684,2.5999999046325684,,0,,,
Jakobi Meyers,6300.0,WR,NCST,CLEM,0.9047618744865297,0.698412713550386,0.698412713550386,5.699999809265137,4.400000095367432,4.400000095367432,,0,,,
Jaylon Robinson,3000.0,WR,OKLA,TCU,0.9000000158945719,0.7333333492279053,0.7333333492279053,2.700000047683716,2.200000047683716,2.200000047683716,,0,,,
Dom Williams,3000.0,RB,KANSAS,TTU,0.8666666348775228,0.7333333492279053,0.7333333492279053,2.5999999046325684,2.200000047683716,2.200000047683716,,0.06,,,
Ronnie Bell,3000.0,WR,MICH,MSU,0.8666666348775228,0.7333333492279053,0.7333333492279053,2.5999999046325684,2.200000047683716,2.200000047683716,,0,,,
Oliver Martin,3000.0,WR,MICH,MSU,0.8666666348775228,0.6999999682108561,0.6999999682108561,2.5999999046325684,2.0999999046325684,2.0999999046325684,,0,,,
